*Action(SiteID=eBayMotors|Country=US|Currency=USD|Version=403|CC=UTF-8),ItemID,Relationship,RelationshipDetails
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Platinum, Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Platinum, Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Platinum, Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; SINGLE PASSENGER SIDE REAR EXIT; XLT, Crew Cab Pickup, Bed Length: 67.0""; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 CNG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; SINGLE PASSENGER SIDE REAR EXIT; Standard Cab Pickup, Bed Length: 97.4""; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Platinum, Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Lariat, Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Platinum, Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 LPG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; FX4, Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 LPG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 LPG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; SINGLE PASSENGER SIDE REAR EXIT; Standard Cab Pickup, Bed Length: 97.4""; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 LPG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 LPG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Lariat, Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 CNG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Harley-Davidson Edition, Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Lariat, Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 CNG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; SINGLE PASSENGER SIDE REAR EXIT; XLT, Crew Cab Pickup, Bed Length: 78.8""; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 CNG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; SINGLE PASSENGER SIDE REAR EXIT; Standard Cab Pickup, Bed Length: 97.4""; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; FX2, Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; SINGLE PASSENGER SIDE REAR EXIT; Standard Cab Pickup, Bed Length: 97.4""; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Lariat, Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Lariat, Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Lariat, Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2011|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2013|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; FX2, Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2012|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 67.0""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=3.7L 3726CC 227Cu. In. V6 LPG DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=5.0L 4951CC 302Cu. In. V8 FLEX DOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; Extended Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
,,Compatibility,"Year=2014|Make=Ford|Model=F-150|Engine=6.2L 6210CC 379Cu. In. V8 GAS SOHC Naturally Aspirated|Notes=MF Series Stainless Cat-Back System; FX4, Crew Cab Pickup, Bed Length: 78.8""; SINGLE PASSENGER SIDE REAR EXIT; Exhaust System Kit; 1"
Revise,15070
,,Compatibility,"Year=2015|Make=Chevrolet|Model=Cruze|Engine=1.8L 1796CC 110Cu. In. l4 FLEX DOHC Naturally Aspirated|Notes=Street Series Stainless Cat-Back System; Exc luding RS Appearance Pkg;; Single Straight Drive Side Rear Exit; Exhaust Muffler Kit; 1"
,,Compatibility,"Year=2011|Make=Chevrolet|Model=Cruze|Engine=1.8L 1796CC 110Cu. In. l4 GAS DOHC Naturally Aspirated|Notes=Street Series Stainless Cat-Back System; Exc luding RS Appearance Pkg;; Single Straight Drive Side Rear Exit; Exhaust Muffler Kit; 1"
,,Compatibility,"Year=2014|Make=Chevrolet|Model=Cruze|Engine=1.4L 1364CC 83Cu. In. l4 GAS DOHC Turbocharged|Notes=Street Series Stainless Cat-Back System; Exc luding RS Appearance Pkg;; Single Straight Drive Side Rear Exit; Exhaust Muffler Kit; 1"
